,respcolor,stimcolor,trialnum,subject,stimword,reaction_time
0,Y,Y,1.0,156772.0,Y,1389.0
1,G,G,2.0,156772.0,G,2043.0
2,R,R,3.0,156772.0,R,1389.0
3,Y,Y,4.0,156772.0,Y,1092.0
4,G,G,5.0,156772.0,G,1310.0
5,R,R,6.0,156772.0,R,920.0
6,B,B,7.0,156772.0,B,1529.0
7,Y,Y,8.0,156772.0,Y,936.0
8,B,B,9.0,156772.0,B,1467.0
9,G,G,10.0,156772.0,G,1045.0
10,B,B,11.0,156772.0,B,1123.0
11,R,R,12.0,156772.0,R,1061.0
12,Y,Y,13.0,156772.0,Y,1029.0
13,R,R,14.0,156772.0,R,1732.0
14,Y,Y,15.0,156772.0,Y,1560.0
15,R,R,16.0,156772.0,R,1279.0
16,B,B,17.0,156772.0,B,1435.0
17,G,G,18.0,156772.0,G,952.0
18,B,B,19.0,156772.0,B,1326.0
19,G,G,20.0,156772.0,G,1185.0
20,R,R,21.0,156772.0,R,999.0
21,Y,Y,22.0,156772.0,Y,1029.0
22,G,G,23.0,156772.0,G,1170.0
23,Y,Y,24.0,156772.0,Y,968.0
24,G,G,25.0,156772.0,G,936.0
25,Y,Y,26.0,156772.0,Y,936.0
26,R,R,27.0,156772.0,R,1435.0
27,B,B,28.0,156772.0,B,951.0
28,G,G,29.0,156772.0,G,905.0
29,Y,Y,30.0,156772.0,Y,733.0
30,R,R,31.0,156772.0,R,843.0
31,Y,Y,32.0,156772.0,Y,905.0
32,B,B,33.0,156772.0,B,858.0
33,Y,Y,34.0,156772.0,Y,857.0
34,R,R,35.0,156772.0,R,1014.0
35,G,G,36.0,156772.0,G,1420.0
36,Y,Y,37.0,156772.0,Y,764.0
37,B,B,38.0,156772.0,B,718.0
38,R,R,39.0,156772.0,R,1404.0
39,G,G,40.0,156772.0,G,718.0
40,Y,Y,41.0,156772.0,Y,639.0
41,B,B,42.0,156772.0,B,702.0
42,Y,Y,43.0,156772.0,Y,718.0
43,R,R,44.0,156772.0,R,998.0
44,G,G,45.0,156772.0,G,1264.0
45,B,B,46.0,156772.0,Y,1264.0
46,R,R,47.0,156772.0,G,1357.0
47,Y,Y,48.0,156772.0,R,1732.0
48,B,B,49.0,156772.0,G,1762.0
49,Y,Y,50.0,156772.0,R,1576.0
50,G,G,51.0,156772.0,Y,1966.0
51,R,R,52.0,156772.0,B,1669.0
52,B,B,53.0,156772.0,Y,1669.0
53,R,R,54.0,156772.0,G,1685.0
54,G,G,55.0,156772.0,R,1450.0
55,B,B,56.0,156772.0,G,1404.0
56,Y,Y,57.0,156772.0,R,1420.0
57,R,R,58.0,156772.0,G,2387.0
58,G,G,59.0,156772.0,Y,1763.0
59,Y,Y,60.0,156772.0,B,1622.0
60,R,R,61.0,156772.0,G,1326.0
61,Y,G,62.0,156772.0,Y,1591.0
62,Y,Y,63.0,156772.0,B,1716.0
63,B,B,64.0,156772.0,G,1841.0
64,G,G,65.0,156772.0,Y,1669.0
65,R,R,66.0,156772.0,G,1466.0
66,G,G,67.0,156772.0,Y,1467.0
67,Y,Y,68.0,156772.0,B,1544.0
68,R,R,69.0,156772.0,G,1420.0
69,B,B,70.0,156772.0,Y,1435.0
70,Y,R,71.0,156772.0,G,1981.0
71,B,Y,72.0,156772.0,B,1576.0
72,R,R,73.0,156772.0,G,1840.0
73,G,G,74.0,156772.0,B,1358.0
74,B,B,75.0,156772.0,G,1653.0
75,Y,Y,76.0,156772.0,B,1420.0
76,G,G,77.0,156772.0,R,1544.0
77,B,B,78.0,156772.0,G,1560.0
78,G,G,79.0,156772.0,B,1311.0
79,B,B,80.0,156772.0,Y,1450.0
80,Y,Y,81.0,156772.0,G,1872.0
81,G,G,82.0,156772.0,Y,1857.0
82,R,R,83.0,156772.0,G,1872.0
83,B,B,84.0,156772.0,R,1216.0
84,G,G,85.0,156772.0,Y,1217.0
85,Y,Y,86.0,156772.0,R,1435.0
86,R,R,87.0,156772.0,G,1342.0
87,Y,Y,88.0,156772.0,B,1435.0
88,R,R,89.0,156772.0,G,1357.0
89,Y,Y,90.0,156772.0,B,1358.0
90,G,Y,1.0,156839.0,G,5770.0
91,G,G,2.0,156839.0,R,1848.0
92,R,R,3.0,156839.0,B,2176.0
93,G,B,4.0,156839.0,G,888.0
94,B,Y,5.0,156839.0,R,1176.0
95,B,R,6.0,156839.0,B,768.0
96,G,G,7.0,156839.0,R,368.0
97,B,B,8.0,156839.0,Y,672.0
98,G,G,9.0,156839.0,R,247.0
99,B,R,10.0,156839.0,Y,200.0
100,B,Y,11.0,156839.0,G,464.0
101,G,B,12.0,156839.0,R,151.0
102,B,Y,13.0,156839.0,G,192.0
103,G,G,14.0,156839.0,Y,184.0
104,B,Y,15.0,156839.0,R,175.0
105,G,B,16.0,156839.0,Y,184.0
106,B,Y,17.0,156839.0,R,184.0
107,G,G,18.0,156839.0,Y,135.0
108,B,B,19.0,156839.0,G,208.0
109,G,G,20.0,156839.0,B,128.0
110,B,R,21.0,156839.0,Y,200.0
111,G,Y,22.0,156839.0,B,119.0
112,B,R,23.0,156839.0,Y,200.0
113,G,Y,24.0,156839.0,B,144.0
114,B,B,25.0,156839.0,R,208.0
115,B,G,26.0,156839.0,Y,1240.0
116,G,Y,27.0,156839.0,R,264.0
117,B,G,28.0,156839.0,Y,192.0
118,G,B,29.0,156839.0,R,160.0
119,B,G,30.0,156839.0,B,208.0
120,G,B,31.0,156839.0,G,144.0
121,B,R,32.0,156839.0,Y,264.0
122,G,B,33.0,156839.0,R,176.0
123,B,R,34.0,156839.0,G,200.0
124,G,Y,35.0,156839.0,R,160.0
125,B,R,36.0,156839.0,G,200.0
126,G,G,37.0,156839.0,Y,144.0
127,B,Y,38.0,156839.0,B,200.0
128,G,G,39.0,156839.0,Y,151.0
129,B,Y,40.0,156839.0,R,192.0
130,G,R,41.0,156839.0,Y,168.0
131,B,B,42.0,156839.0,G,168.0
132,G,R,43.0,156839.0,B,184.0
133,B,B,44.0,156839.0,Y,248.0
134,G,G,45.0,156839.0,B,496.0
135,Y,Y,46.0,156839.0,Y,2150.0
136,G,G,47.0,156839.0,G,1920.0
137,G,Y,48.0,156839.0,Y,1984.0
138,B,B,49.0,156839.0,B,1136.0
139,Y,Y,50.0,156839.0,Y,792.0
140,G,R,51.0,156839.0,R,696.0
141,Y,Y,52.0,156839.0,Y,712.0
142,G,R,53.0,156839.0,R,1848.0
143,Y,Y,54.0,156839.0,Y,504.0
144,B,R,55.0,156839.0,R,128.0
145,G,G,56.0,156839.0,G,848.0
146,Y,Y,57.0,156839.0,Y,488.0
147,G,B,58.0,156839.0,B,472.0
148,Y,G,59.0,156839.0,G,544.0
149,G,Y,60.0,156839.0,Y,464.0
150,Y,G,61.0,156839.0,G,464.0
151,G,R,62.0,156839.0,R,448.0
152,G,G,63.0,156839.0,G,432.0
153,Y,R,64.0,156839.0,R,432.0
154,G,G,65.0,156839.0,G,472.0
155,Y,Y,66.0,156839.0,Y,464.0
156,G,B,67.0,156839.0,B,1128.0
157,G,Y,68.0,156839.0,Y,376.0
158,G,G,69.0,156839.0,G,456.0
159,G,R,70.0,156839.0,R,472.0
160,G,G,71.0,156839.0,G,560.0
161,Y,B,72.0,156839.0,B,904.0
162,G,Y,73.0,156839.0,Y,680.0
163,G,B,74.0,156839.0,B,1904.0
164,G,G,75.0,156839.0,G,600.0
165,G,Y,76.0,156839.0,Y,552.0
166,Y,B,77.0,156839.0,B,592.0
167,G,Y,78.0,156839.0,Y,592.0
168,Y,B,79.0,156839.0,B,536.0
169,G,Y,80.0,156839.0,Y,472.0
170,G,G,81.0,156839.0,G,840.0
171,Y,Y,82.0,156839.0,Y,624.0
172,G,B,83.0,156839.0,B,624.0
173,B,Y,84.0,156839.0,Y,424.0
174,B,R,85.0,156839.0,R,504.0
175,B,Y,86.0,156839.0,Y,504.0
176,B,R,87.0,156839.0,R,360.0
177,B,B,88.0,156839.0,B,224.0
178,G,Y,89.0,156839.0,Y,320.0
179,Y,B,90.0,156839.0,B,360.0
180,G,G,3.0,156880.0,Y,4992.0
181,Y,Y,4.0,156880.0,R,1904.0
182,R,R,5.0,156880.0,G,5320.0
183,Y,Y,6.0,156880.0,R,3432.0
184,B,B,7.0,156880.0,G,3856.0
185,Y,Y,8.0,156880.0,R,1536.0
186,B,B,9.0,156880.0,G,1656.0
187,R,R,10.0,156880.0,B,1872.0
188,B,B,11.0,156880.0,G,2088.0
189,G,G,12.0,156880.0,B,5256.0
190,G,G,14.0,156880.0,B,1552.0
191,B,B,15.0,156880.0,Y,2208.0
192,Y,Y,16.0,156880.0,B,1648.0
193,B,B,17.0,156880.0,G,1752.0
194,R,R,18.0,156880.0,Y,5344.0
195,B,B,19.0,156880.0,R,3432.0
196,R,R,20.0,156880.0,B,1968.0
197,Y,Y,21.0,156880.0,G,1440.0
198,R,R,22.0,156880.0,B,1599.0
199,G,G,23.0,156880.0,R,1711.0
200,R,R,24.0,156880.0,B,1560.0
201,B,B,25.0,156880.0,G,2856.0
202,G,G,26.0,156880.0,Y,1888.0
203,B,B,27.0,156880.0,R,1512.0
204,Y,Y,28.0,156880.0,G,1904.0
205,G,G,29.0,156880.0,B,2799.0
206,B,B,30.0,156880.0,Y,1648.0
207,Y,Y,31.0,156880.0,G,1551.0
208,B,B,32.0,156880.0,R,1360.0
209,R,R,33.0,156880.0,B,1447.0
210,B,B,34.0,156880.0,G,3256.0
211,G,G,35.0,156880.0,Y,3560.0
212,R,R,36.0,156880.0,G,1615.0
213,G,G,37.0,156880.0,R,1655.0
214,Y,Y,38.0,156880.0,G,1599.0
215,B,B,39.0,156880.0,Y,2455.0
216,G,G,40.0,156880.0,B,2423.0
217,B,B,41.0,156880.0,R,1575.0
218,G,G,42.0,156880.0,Y,2623.0
219,Y,Y,43.0,156880.0,R,1687.0
220,G,G,44.0,156880.0,B,1591.0
221,R,R,45.0,156880.0,Y,2240.0
222,R,R,47.0,156880.0,R,1424.0
223,B,B,48.0,156880.0,B,1968.0
224,R,R,49.0,156880.0,R,1440.0
225,R,R,51.0,156880.0,R,5760.0
226,Y,Y,52.0,156880.0,Y,3200.0
227,R,R,53.0,156880.0,R,1224.0
228,Y,Y,54.0,156880.0,Y,1104.0
229,B,B,55.0,156880.0,B,1360.0
230,G,G,56.0,156880.0,G,2152.0
231,R,R,57.0,156880.0,R,1248.0
232,B,B,58.0,156880.0,B,1152.0
233,G,G,59.0,156880.0,G,1504.0
234,R,R,60.0,156880.0,R,1592.0
235,G,G,61.0,156880.0,G,1400.0
236,R,R,62.0,156880.0,R,1096.0
237,G,G,63.0,156880.0,G,1016.0
238,Y,Y,64.0,156880.0,Y,1120.0
239,R,R,65.0,156880.0,R,2032.0
240,Y,Y,66.0,156880.0,Y,1072.0
241,B,B,67.0,156880.0,B,1136.0
242,R,R,68.0,156880.0,R,1008.0
243,Y,Y,69.0,156880.0,Y,976.0
244,B,B,70.0,156880.0,B,992.0
245,Y,Y,71.0,156880.0,Y,1048.0
246,G,G,72.0,156880.0,G,1040.0
247,R,R,73.0,156880.0,R,1080.0
248,G,G,74.0,156880.0,G,1024.0
249,B,B,75.0,156880.0,B,1144.0
250,R,R,76.0,156880.0,R,952.0
251,G,G,77.0,156880.0,G,1008.0
252,B,B,78.0,156880.0,B,1264.0
253,Y,Y,79.0,156880.0,Y,1000.0
254,B,B,80.0,156880.0,B,968.0
255,Y,Y,81.0,156880.0,Y,1000.0
256,R,R,82.0,156880.0,R,1192.0
257,Y,Y,83.0,156880.0,Y,944.0
258,B,B,84.0,156880.0,B,936.0
259,Y,Y,85.0,156880.0,Y,896.0
260,G,G,86.0,156880.0,G,936.0
261,Y,Y,87.0,156880.0,Y,944.0
262,R,R,88.0,156880.0,R,984.0
263,G,G,89.0,156880.0,G,1096.0
264,R,R,90.0,156880.0,R,984.0
265,G,G,3.0,156881.0,Y,4992.0
266,Y,Y,4.0,156881.0,R,1904.0
267,R,R,5.0,156881.0,G,5320.0
268,Y,Y,6.0,156881.0,R,3432.0
269,B,B,7.0,156881.0,G,3856.0
270,Y,Y,8.0,156881.0,R,1536.0
271,B,B,9.0,156881.0,G,1656.0
272,R,R,10.0,156881.0,B,1872.0
273,B,B,11.0,156881.0,G,2088.0
274,G,G,12.0,156881.0,B,5256.0
275,G,G,14.0,156881.0,B,1552.0
276,B,B,15.0,156881.0,Y,2208.0
277,Y,Y,16.0,156881.0,B,1648.0
278,B,B,17.0,156881.0,G,1752.0
279,R,R,18.0,156881.0,Y,5344.0
280,B,B,19.0,156881.0,R,3432.0
281,R,R,20.0,156881.0,B,1968.0
282,Y,Y,21.0,156881.0,G,1440.0
283,R,R,22.0,156881.0,B,1599.0
284,G,G,23.0,156881.0,R,1711.0
285,R,R,24.0,156881.0,B,1560.0
286,B,B,25.0,156881.0,G,2856.0
287,G,G,26.0,156881.0,Y,1888.0
288,B,B,27.0,156881.0,R,1512.0
289,Y,Y,28.0,156881.0,G,1904.0
290,G,G,29.0,156881.0,B,2799.0
291,B,B,30.0,156881.0,Y,1648.0
292,Y,Y,31.0,156881.0,G,1551.0
293,B,B,32.0,156881.0,R,1360.0
294,R,R,33.0,156881.0,B,1447.0
295,B,B,34.0,156881.0,G,3256.0
296,G,G,35.0,156881.0,Y,3560.0
297,R,R,36.0,156881.0,G,1615.0
298,G,G,37.0,156881.0,R,1655.0
299,Y,Y,38.0,156881.0,G,1599.0
300,B,B,39.0,156881.0,Y,2455.0
301,G,G,40.0,156881.0,B,2423.0
302,B,B,41.0,156881.0,R,1575.0
303,G,G,42.0,156881.0,Y,2623.0
304,Y,Y,43.0,156881.0,R,1687.0
305,G,G,44.0,156881.0,B,1591.0
306,R,R,45.0,156881.0,Y,2240.0
307,R,R,47.0,156881.0,R,1424.0
308,B,B,48.0,156881.0,B,1968.0
309,R,R,49.0,156881.0,R,1440.0
310,R,R,51.0,156881.0,R,5760.0
311,Y,Y,52.0,156881.0,Y,3200.0
312,R,R,53.0,156881.0,R,1224.0
313,Y,Y,54.0,156881.0,Y,1104.0
314,B,B,55.0,156881.0,B,1360.0
315,G,G,56.0,156881.0,G,2152.0
316,R,R,57.0,156881.0,R,1248.0
317,B,B,58.0,156881.0,B,1152.0
318,G,G,59.0,156881.0,G,1504.0
319,R,R,60.0,156881.0,R,1592.0
320,G,G,61.0,156881.0,G,1400.0
321,R,R,62.0,156881.0,R,1096.0
322,G,G,63.0,156881.0,G,1016.0
323,Y,Y,64.0,156881.0,Y,1120.0
324,R,R,65.0,156881.0,R,2032.0
325,Y,Y,66.0,156881.0,Y,1072.0
326,B,B,67.0,156881.0,B,1136.0
327,R,R,68.0,156881.0,R,1008.0
328,Y,Y,69.0,156881.0,Y,976.0
329,B,B,70.0,156881.0,B,992.0
330,Y,Y,71.0,156881.0,Y,1048.0
331,G,G,72.0,156881.0,G,1040.0
332,R,R,73.0,156881.0,R,1080.0
333,G,G,74.0,156881.0,G,1024.0
334,B,B,75.0,156881.0,B,1144.0
335,R,R,76.0,156881.0,R,952.0
336,G,G,77.0,156881.0,G,1008.0
337,B,B,78.0,156881.0,B,1264.0
338,Y,Y,79.0,156881.0,Y,1000.0
339,B,B,80.0,156881.0,B,968.0
340,Y,Y,81.0,156881.0,Y,1000.0
341,R,R,82.0,156881.0,R,1192.0
342,Y,Y,83.0,156881.0,Y,944.0
343,B,B,84.0,156881.0,B,936.0
344,Y,Y,85.0,156881.0,Y,896.0
345,G,G,86.0,156881.0,G,936.0
346,Y,Y,87.0,156881.0,Y,944.0
347,R,R,88.0,156881.0,R,984.0
348,G,G,89.0,156881.0,G,1096.0
349,R,R,90.0,156881.0,R,984.0
350,G,G,3.0,156882.0,Y,4992.0
351,Y,Y,4.0,156882.0,R,1904.0
352,R,R,5.0,156882.0,G,5320.0
353,Y,Y,6.0,156882.0,R,3432.0
354,B,B,7.0,156882.0,G,3856.0
355,Y,Y,8.0,156882.0,R,1536.0
356,B,B,9.0,156882.0,G,1656.0
357,R,R,10.0,156882.0,B,1872.0
358,B,B,11.0,156882.0,G,2088.0
359,G,G,12.0,156882.0,B,5256.0
360,G,G,14.0,156882.0,B,1552.0
361,B,B,15.0,156882.0,Y,2208.0
362,Y,Y,16.0,156882.0,B,1648.0
363,B,B,17.0,156882.0,G,1752.0
364,R,R,18.0,156882.0,Y,5344.0
365,B,B,19.0,156882.0,R,3432.0
366,R,R,20.0,156882.0,B,1968.0
367,Y,Y,21.0,156882.0,G,1440.0
368,R,R,22.0,156882.0,B,1599.0
369,G,G,23.0,156882.0,R,1711.0
370,R,R,24.0,156882.0,B,1560.0
371,B,B,25.0,156882.0,G,2856.0
372,G,G,26.0,156882.0,Y,1888.0
373,B,B,27.0,156882.0,R,1512.0
374,Y,Y,28.0,156882.0,G,1904.0
375,G,G,29.0,156882.0,B,2799.0
376,B,B,30.0,156882.0,Y,1648.0
377,Y,Y,31.0,156882.0,G,1551.0
378,B,B,32.0,156882.0,R,1360.0
379,R,R,33.0,156882.0,B,1447.0
380,B,B,34.0,156882.0,G,3256.0
381,G,G,35.0,156882.0,Y,3560.0
382,R,R,36.0,156882.0,G,1615.0
383,G,G,37.0,156882.0,R,1655.0
384,Y,Y,38.0,156882.0,G,1599.0
385,B,B,39.0,156882.0,Y,2455.0
386,G,G,40.0,156882.0,B,2423.0
387,B,B,41.0,156882.0,R,1575.0
388,G,G,42.0,156882.0,Y,2623.0
389,Y,Y,43.0,156882.0,R,1687.0
390,G,G,44.0,156882.0,B,1591.0
391,R,R,45.0,156882.0,Y,2240.0
392,R,R,47.0,156882.0,R,1424.0
393,B,B,48.0,156882.0,B,1968.0
394,R,R,49.0,156882.0,R,1440.0
395,R,R,51.0,156882.0,R,5760.0
396,Y,Y,52.0,156882.0,Y,3200.0
397,R,R,53.0,156882.0,R,1224.0
398,Y,Y,54.0,156882.0,Y,1104.0
399,B,B,55.0,156882.0,B,1360.0
400,G,G,56.0,156882.0,G,2152.0
401,R,R,57.0,156882.0,R,1248.0
402,B,B,58.0,156882.0,B,1152.0
403,G,G,59.0,156882.0,G,1504.0
404,R,R,60.0,156882.0,R,1592.0
405,G,G,61.0,156882.0,G,1400.0
406,R,R,62.0,156882.0,R,1096.0
407,G,G,63.0,156882.0,G,1016.0
408,Y,Y,64.0,156882.0,Y,1120.0
409,R,R,65.0,156882.0,R,2032.0
410,Y,Y,66.0,156882.0,Y,1072.0
411,B,B,67.0,156882.0,B,1136.0
412,R,R,68.0,156882.0,R,1008.0
413,Y,Y,69.0,156882.0,Y,976.0
414,B,B,70.0,156882.0,B,992.0
415,Y,Y,71.0,156882.0,Y,1048.0
416,G,G,72.0,156882.0,G,1040.0
417,R,R,73.0,156882.0,R,1080.0
418,G,G,74.0,156882.0,G,1024.0
419,B,B,75.0,156882.0,B,1144.0
420,R,R,76.0,156882.0,R,952.0
421,G,G,77.0,156882.0,G,1008.0
422,B,B,78.0,156882.0,B,1264.0
423,Y,Y,79.0,156882.0,Y,1000.0
424,B,B,80.0,156882.0,B,968.0
425,Y,Y,81.0,156882.0,Y,1000.0
426,R,R,82.0,156882.0,R,1192.0
427,Y,Y,83.0,156882.0,Y,944.0
428,B,B,84.0,156882.0,B,936.0
429,Y,Y,85.0,156882.0,Y,896.0
430,G,G,86.0,156882.0,G,936.0
431,Y,Y,87.0,156882.0,Y,944.0
432,R,R,88.0,156882.0,R,984.0
433,G,G,89.0,156882.0,G,1096.0
434,R,R,90.0,156882.0,R,984.0
435,G,G,3.0,156883.0,Y,4992.0
436,Y,Y,4.0,156883.0,R,1904.0
437,R,R,5.0,156883.0,G,5320.0
438,Y,Y,6.0,156883.0,R,3432.0
439,B,B,7.0,156883.0,G,3856.0
440,Y,Y,8.0,156883.0,R,1536.0
441,B,B,9.0,156883.0,G,1656.0
442,R,R,10.0,156883.0,B,1872.0
443,B,B,11.0,156883.0,G,2088.0
444,G,G,12.0,156883.0,B,5256.0
445,G,G,14.0,156883.0,B,1552.0
446,B,B,15.0,156883.0,Y,2208.0
447,Y,Y,16.0,156883.0,B,1648.0
448,B,B,17.0,156883.0,G,1752.0
449,R,R,18.0,156883.0,Y,5344.0
450,B,B,19.0,156883.0,R,3432.0
451,R,R,20.0,156883.0,B,1968.0
452,Y,Y,21.0,156883.0,G,1440.0
453,R,R,22.0,156883.0,B,1599.0
454,G,G,23.0,156883.0,R,1711.0
455,R,R,24.0,156883.0,B,1560.0
456,B,B,25.0,156883.0,G,2856.0
457,G,G,26.0,156883.0,Y,1888.0
458,B,B,27.0,156883.0,R,1512.0
459,Y,Y,28.0,156883.0,G,1904.0
460,G,G,29.0,156883.0,B,2799.0
461,B,B,30.0,156883.0,Y,1648.0
462,Y,Y,31.0,156883.0,G,1551.0
463,B,B,32.0,156883.0,R,1360.0
464,R,R,33.0,156883.0,B,1447.0
465,B,B,34.0,156883.0,G,3256.0
466,G,G,35.0,156883.0,Y,3560.0
467,R,R,36.0,156883.0,G,1615.0
468,G,G,37.0,156883.0,R,1655.0
469,Y,Y,38.0,156883.0,G,1599.0
470,B,B,39.0,156883.0,Y,2455.0
471,G,G,40.0,156883.0,B,2423.0
472,B,B,41.0,156883.0,R,1575.0
473,G,G,42.0,156883.0,Y,2623.0
474,Y,Y,43.0,156883.0,R,1687.0
475,G,G,44.0,156883.0,B,1591.0
476,R,R,45.0,156883.0,Y,2240.0
477,R,R,47.0,156883.0,R,1424.0
478,B,B,48.0,156883.0,B,1968.0
479,R,R,49.0,156883.0,R,1440.0
480,R,R,51.0,156883.0,R,5760.0
481,Y,Y,52.0,156883.0,Y,3200.0
482,R,R,53.0,156883.0,R,1224.0
483,Y,Y,54.0,156883.0,Y,1104.0
484,B,B,55.0,156883.0,B,1360.0
485,G,G,56.0,156883.0,G,2152.0
486,R,R,57.0,156883.0,R,1248.0
487,B,B,58.0,156883.0,B,1152.0
488,G,G,59.0,156883.0,G,1504.0
489,R,R,60.0,156883.0,R,1592.0
490,G,G,61.0,156883.0,G,1400.0
491,R,R,62.0,156883.0,R,1096.0
492,G,G,63.0,156883.0,G,1016.0
493,Y,Y,64.0,156883.0,Y,1120.0
494,R,R,65.0,156883.0,R,2032.0
495,Y,Y,66.0,156883.0,Y,1072.0
496,B,B,67.0,156883.0,B,1136.0
497,R,R,68.0,156883.0,R,1008.0
498,Y,Y,69.0,156883.0,Y,976.0
499,B,B,70.0,156883.0,B,992.0
500,Y,Y,71.0,156883.0,Y,1048.0
501,G,G,72.0,156883.0,G,1040.0
502,R,R,73.0,156883.0,R,1080.0
503,G,G,74.0,156883.0,G,1024.0
504,B,B,75.0,156883.0,B,1144.0
505,R,R,76.0,156883.0,R,952.0
506,G,G,77.0,156883.0,G,1008.0
507,B,B,78.0,156883.0,B,1264.0
508,Y,Y,79.0,156883.0,Y,1000.0
509,B,B,80.0,156883.0,B,968.0
510,Y,Y,81.0,156883.0,Y,1000.0
511,R,R,82.0,156883.0,R,1192.0
512,Y,Y,83.0,156883.0,Y,944.0
513,B,B,84.0,156883.0,B,936.0
514,Y,Y,85.0,156883.0,Y,896.0
515,G,G,86.0,156883.0,G,936.0
516,Y,Y,87.0,156883.0,Y,944.0
517,R,R,88.0,156883.0,R,984.0
518,G,G,89.0,156883.0,G,1096.0
519,R,R,90.0,156883.0,R,984.0
520,G,G,3.0,156884.0,Y,4992.0
521,Y,Y,4.0,156884.0,R,1904.0
522,R,R,5.0,156884.0,G,5320.0
523,Y,Y,6.0,156884.0,R,3432.0
524,B,B,7.0,156884.0,G,3856.0
525,Y,Y,8.0,156884.0,R,1536.0
526,B,B,9.0,156884.0,G,1656.0
527,R,R,10.0,156884.0,B,1872.0
528,B,B,11.0,156884.0,G,2088.0
529,G,G,12.0,156884.0,B,5256.0
530,G,G,14.0,156884.0,B,1552.0
531,B,B,15.0,156884.0,Y,2208.0
532,Y,Y,16.0,156884.0,B,1648.0
533,B,B,17.0,156884.0,G,1752.0
534,R,R,18.0,156884.0,Y,5344.0
535,B,B,19.0,156884.0,R,3432.0
536,R,R,20.0,156884.0,B,1968.0
537,Y,Y,21.0,156884.0,G,1440.0
538,R,R,22.0,156884.0,B,1599.0
539,G,G,23.0,156884.0,R,1711.0
540,R,R,24.0,156884.0,B,1560.0
541,B,B,25.0,156884.0,G,2856.0
542,G,G,26.0,156884.0,Y,1888.0
543,B,B,27.0,156884.0,R,1512.0
544,Y,Y,28.0,156884.0,G,1904.0
545,G,G,29.0,156884.0,B,2799.0
546,B,B,30.0,156884.0,Y,1648.0
547,Y,Y,31.0,156884.0,G,1551.0
548,B,B,32.0,156884.0,R,1360.0
549,R,R,33.0,156884.0,B,1447.0
550,B,B,34.0,156884.0,G,3256.0
551,G,G,35.0,156884.0,Y,3560.0
552,R,R,36.0,156884.0,G,1615.0
553,G,G,37.0,156884.0,R,1655.0
554,Y,Y,38.0,156884.0,G,1599.0
555,B,B,39.0,156884.0,Y,2455.0
556,G,G,40.0,156884.0,B,2423.0
557,B,B,41.0,156884.0,R,1575.0
558,G,G,42.0,156884.0,Y,2623.0
559,Y,Y,43.0,156884.0,R,1687.0
560,G,G,44.0,156884.0,B,1591.0
561,R,R,45.0,156884.0,Y,2240.0
562,R,R,47.0,156884.0,R,1424.0
563,B,B,48.0,156884.0,B,1968.0
564,R,R,49.0,156884.0,R,1440.0
565,R,R,51.0,156884.0,R,5760.0
566,Y,Y,52.0,156884.0,Y,3200.0
567,R,R,53.0,156884.0,R,1224.0
568,Y,Y,54.0,156884.0,Y,1104.0
569,B,B,55.0,156884.0,B,1360.0
570,G,G,56.0,156884.0,G,2152.0
571,R,R,57.0,156884.0,R,1248.0
572,B,B,58.0,156884.0,B,1152.0
573,G,G,59.0,156884.0,G,1504.0
